product_id,product_name,category,sub_category,product_weight_kg,dimensions_cm,fragile,food_grade_required,moisture_sensitive,temperature_sensitive,preferred_material_type,max_packaging_cost,sustainability_priority
1001,iPhone 15 Pro,Electronics,Mobile Devices,0.19,15x7x1,True,False,True,True,Paper-Based,2.5,High
1002,MacBook Air M2,Electronics,Computers,1.24,30x21x1,True,False,True,True,Pulp-Based,5.0,High
1003,Organic Almonds 500g,Food,Snacks,0.5,20x15x5,False,True,True,False,Plant-Based Polymer,1.5,High
1004,Glass Wine Bottle 750ml,Beverages,Alcohol,1.2,30x8x8,True,True,False,True,Corrugated Cardboard,3.0,Medium
1005,Ceramic Dinner Set,Home,Kitchenware,4.5,40x40x25,True,True,False,False,Mushroom-Based,8.5,High
1006,Industrial Drill Bit,Industrial,Tools,0.8,15x5x5,False,False,True,False,Recycled Plastic,1.2,Low
1007,Cotton T-Shirt,Apparel,Clothing,0.2,25x20x2,False,False,True,False,Compostable Polybag,0.5,High
1008,Face Serum 30ml,Cosmetics,Skincare,0.1,10x4x4,True,False,False,True,Glass,2.2,Medium
1009,LED Smart Bulb,Electronics,Lighting,0.15,12x6x6,True,False,False,False,Recycled Cardboard,0.8,High
1010,Frozen Pizza,Food,Frozen,0.4,30x30x3,False,True,True,True,Insulated Paper,1.1,Medium
1011,Yoga Mat,Sports,Fitness,1.1,65x12x12,False,False,True,False,Paper Wrap,1.8,High
1012,Mechanical Keyboard,Electronics,Accessories,1.3,45x15x4,True,False,True,False,Cardboard,2.0,Medium
1013,Luxury Watch,Fashion,Accessories,0.3,12x12x10,True,False,False,False,Wood,12.0,Medium
1014,Hand Sanitizer 500ml,Health,Personal Care,0.55,18x8x8,False,False,False,False,Recycled PET,0.9,Medium
1015,Electric Guitar,Instruments,Music,3.5,105x40x10,True,False,True,True,Heavy Duty Cardboard,15.0,High
1016,Protein Powder 2kg,Health,Supplements,2.2,30x20x20,False,True,True,False,Paper Pouch,3.5,High
1017,Running Shoes,Apparel,Footwear,0.8,32x20x12,False,False,True,False,Recycled Box,2.0,High
1018,Fresh Strawberries 250g,Food,Produce,0.3,15x15x6,True,True,True,True,Pulp Tray,0.7,High
1019,Brake Pads Set,Industrial,Automotive,2.5,20x12x8,False,False,True,False,Corrugated Box,2.5,Low
1020,Scented Candle,Home,Decor,0.4,10x10x12,True,False,False,True,Glass,2.5,Medium
1021,Tablet 10-inch,Electronics,Mobile Devices,0.48,25x17x1,True,False,True,True,Paper-Based,3.2,High
1022,Headphones (Over-Ear),Electronics,Audio,0.35,20x18x8,True,False,True,False,Recycled Plastic,2.8,Medium
1023,Dark Chocolate Bar,Food,Confectionery,0.1,15x7x1,False,True,True,True,Foil-lined Paper,0.6,High
1024,Stainless Steel Kettle,Home,Kitchenware,1.1,22x18x25,False,True,False,False,Cardboard,2.5,High
1025,Essential Oil 10ml,Cosmetics,Aromatherapy,0.05,8x3x3,True,False,False,True,Glass,1.5,High
1026,External Hard Drive,Electronics,Storage,0.2,12x8x2,True,False,True,False,Padded Mailer,1.2,Medium
1027,Woolen Sweater,Apparel,Clothing,0.5,35x28x5,False,False,True,False,Compostable Bag,0.8,High
1028,Skateboard,Sports,Equipment,2.5,80x20x12,False,False,False,False,Shrink Wrap,4.0,Medium
1029,Liquid Detergent 2L,Household,Cleaning,2.2,30x15x10,False,False,False,False,Recycled HDPE,1.5,Medium
1030,Coffee Beans 1kg,Food,Beverages,1.05,25x15x10,False,True,True,False,Valve Paper Bag,1.8,High
1031,Solar Power Bank,Electronics,Accessories,0.4,18x9x3,False,False,True,True,Recycled Plastic,2.0,High
1032,Sunscreen SPF50,Cosmetics,Skincare,0.2,15x5x5,False,False,False,True,Bio-Plastic,1.3,High
1033,Dumbbell 5kg,Sports,Fitness,5.0,25x12x12,False,False,False,False,Reinforced Box,3.0,Low
1034,Perfume 100ml,Cosmetics,Fragrance,0.35,12x8x8,True,False,False,False,Glass/Cardboard,4.5,Medium
1035,Baby Wipes 80pcs,Health,Baby Care,0.5,22x12x6,False,False,True,False,Recyclable Film,0.6,Medium
1036,Desktop Monitor 24in,Electronics,Computers,4.2,60x40x15,True,False,True,False,Honeycomb Paper,10.0,High
1037,Honey Jar 500g,Food,Pantry,0.8,12x8x8,True,True,False,False,Glass,2.2,High
1038,Drill Machine,Industrial,Power Tools,2.1,30x25x10,False,False,True,False,Hard Case,5.0,Low
1039,Outdoor Tent,Sports,Camping,3.8,55x18x18,False,False,True,False,Duffel Bag,7.5,Medium
1040,Hydrating Mask,Cosmetics,Skincare,0.05,15x12x1,False,False,True,True,Sachet,0.4,Medium
1041,Electric Toothbrush,Health,Personal Care,0.3,20x5x5,True,False,True,False,Paper Box,1.8,Medium
1042,Organic Tea Bags,Food,Beverages,0.1,15x10x8,False,True,True,False,Cardboard Box,0.9,High
1043,Action Camera,Electronics,Cameras,0.15,8x6x4,True,False,True,False,Retail Box,2.5,Medium
1044,Leather Belt,Apparel,Accessories,0.2,15x15x5,False,False,True,False,Paper Box,1.0,Medium
1045,Canned Soup,Food,Pantry,0.45,12x8x8,False,True,False,False,Metal,0.5,Low
1046,Smart Thermostat,Electronics,Home Automation,0.5,15x15x5,True,False,True,True,Pulp-Based,3.5,High
1047,Shampoo Bar,Cosmetics,Haircare,0.1,8x8x3,False,False,True,False,Paper Wrap,0.3,High
1048,Pickle Jar,Food,Pantry,0.9,15x10x10,True,True,False,False,Glass,2.0,Medium
1049,Bicycle Helmet,Sports,Safety,0.4,30x22x18,True,False,False,False,Cardboard,3.0,High
1050,Wrench Set,Industrial,Tools,1.5,35x15x5,False,False,True,False,Canvas Roll,2.5,Low
1051,Digital Stethoscope,Medical,Diagnostics,0.42,15x10x5,True,False,True,False,Recycled Plastic,4.5,High
1052,Sterile Syringe Pack 100ct,Medical,Disposables,0.85,25x15x10,False,False,True,False,Medical-Grade Paper,2.2,Medium
1053,Insulin Pen (Cooler Pack),Medical,Pharma,0.15,10x5x3,True,False,True,True,Insulated Foam,6.0,High
1054,Home Blood Pressure Monitor,Medical,Diagnostics,0.65,18x12x10,True,False,True,False,Pulp-Based,3.8,High
1055,Surgical Scalpels Set,Medical,Surgical,0.25,12x6x2,True,False,True,False,Puncture-Resistant Film,2.5,Medium
1056,Wound Care Dressing 50ct,Medical,First Aid,0.3,15x15x8,False,False,True,False,Recyclable Paper,1.2,High
1057,Portable Nebulizer,Medical,Respiratory,0.55,14x10x8,True,False,True,False,Recycled Plastic,4.0,Medium
1058,Wheelchair Replacement Wheel,Medical,Mobility,2.1,60x60x10,False,False,False,False,Heavy-Duty Cardboard,7.5,Low
1059,CPAP Mask & Tubing,Medical,Respiratory,0.45,22x18x12,False,False,True,False,Poly-Compostable Bag,2.0,High
1060,Dental Impression Kit,Medical,Dentistry,0.7,15x15x15,False,False,True,False,Cardboard Box,2.8,Medium
1061,Lab Microscope Slide Set,Medical,Laboratory,0.35,10x8x5,True,False,True,False,Pulp Tray,3.2,High
1062,Infrared Forehead Thermometer,Medical,Diagnostics,0.2,16x6x4,True,False,True,False,Paper-Based,1.5,High
1063,Orthopedic Knee Brace,Medical,Support,0.9,30x15x10,False,False,True,False,Recycled Box,2.5,Medium
1064,Sterile Gauze Rolls 10ct,Medical,First Aid,0.12,12x8x8,False,False,True,False,Paper Wrap,0.8,High
1065,Pulse Oximeter,Medical,Diagnostics,0.08,8x5x4,True,False,True,False,Recycled Cardboard,1.2,High
1066,Synthetic Engine Oil 5L,Automotive,Fluids,4.6,35x20x15,False,False,False,False,Recycled HDPE,1.8,Medium
1067,Brake Rotors (Pair),Automotive,Brakes,12.5,32x32x15,False,False,True,False,Reinforced Cardboard,10.0,Low
1068,Spark Plugs Set 4ct,Automotive,Engine,0.3,12x8x4,True,False,True,False,Paper-Based,1.5,Medium
1069,Car Windshield Wipers,Automotive,Exterior,0.5,65x5x5,False,False,False,False,Cardboard Tube,2.2,Medium
1070,Lead-Acid Car Battery,Automotive,Electrical,15.0,25x18x20,True,False,False,True,Acid-Resistant Plastic,12.0,Low
1071,Dash Camera 4K,Automotive,Electronics,0.35,12x10x6,True,False,True,True,Pulp-Based,3.5,High
1072,Microfiber Wash Mitts,Automotive,Cleaning,0.2,25x18x5,False,False,True,False,Compostable Pouch,0.5,High
1073,Alloy Wheel Rim,Automotive,Wheels,9.5,45x45x25,True,False,False,False,Heavy-Duty Cardboard,15.0,Medium
1074,Oil Filter (Spin-On),Automotive,Filters,0.4,12x10x10,False,False,True,False,Recycled Cardboard,0.9,High
1075,OBD2 Diagnostic Scanner,Automotive,Tools,0.28,15x8x4,True,False,True,False,Hard Case Box,4.0,Medium
1076,HID Headlight Bulbs,Automotive,Lighting,0.15,10x10x5,True,False,False,False,Padded Box,2.5,High
1077,Car Carpet Mats Set,Automotive,Interior,3.2,75x50x5,False,False,True,False,Plastic Wrap,4.5,Low
1078,Fuel Injector Set,Automotive,Engine,0.6,18x12x8,True,False,True,False,Custom Foam Insert,5.5,Medium
1079,Roof Rack Crossbars,Automotive,Exterior,6.0,120x15x15,False,False,False,False,Cardboard Tube,12.0,Medium
1080,Portable Jump Starter,Automotive,Electrical,1.2,22x12x8,True,False,True,True,Retail Box,5.0,High
1081,Wooden Building Blocks,Toys,Educational,2.5,30x20x15,False,False,True,False,Cotton Bag/Box,3.5,High
1082,Remote Control Drone,Toys,Gadgets,0.8,35x35x12,True,False,True,False,Mushroom-Based,8.5,High
1083,Stuffed Plush Animal,Toys,Soft Toys,0.3,25x15x15,False,False,True,False,Paper Bag,0.8,High
1084,Strategy Board Game,Toys,Tabletop,1.5,30x30x8,False,False,True,False,Shrink-Wrap Paper,2.5,Medium
1085,Collectible Action Figure,Toys,Collectibles,0.4,22x15x8,True,False,False,False,Window Box,3.0,Medium
1086,Kids Tricycle,Toys,Outdoor,4.8,60x40x30,False,False,False,False,Large Cardboard,8.0,Medium
1087,Science Experiment Kit,Toys,Educational,1.2,28x22x10,True,False,True,False,Divided Cardboard,3.5,High
1088,Puzzel 1000 Pieces,Toys,Puzzles,0.9,25x25x6,False,False,True,False,Recycled Box,1.5,High
1089,Magnetic Tiles Set,Toys,Educational,2.0,32x24x8,False,False,False,False,Plastic-Free Box,4.0,High
