strength,weight_capacity,biodegradability_score,recyclability_percentage,fragility_level,material_type_bamboo,material_type_glass,material_type_jute,material_type_metal,material_type_paper,material_type_plastic,shipping_type_ground
-0.3970042624189333,-0.6907093400981096,0.8334439175780488,0.1746417759480452,0.26046600323507074,False,False,False,False,False,False,True
2.3559491135262305,1.3255093563372735,-1.4219167282217875,0.8560919796530759,1.6048066650934998,False,False,False,True,False,False,False
-0.4555777385028729,-0.2122845646727643,-1.0051653045413829,-2.1580146905807136,0.26046600323507074,False,False,False,False,False,True,True
-1.2170329275940885,-1.3058269085021246,0.8334439175780488,0.2689964195379724,1.6048066650934998,False,False,False,False,True,False,False
0.30587745058834265,0.6762185896885907,-1.2012836215674558,-1.5132579593828772,-1.0838746586233583,False,False,False,False,False,True,True
-1.0413124993422695,-0.7590557365874446,0.857958707206308,0.5573022749516392,0.26046600323507074,False,False,False,False,False,False,True
1.1259061157634978,1.9406269247412884,-1.1767688319391967,-1.7072091712066169,-1.0838746586233583,False,False,False,False,False,True,True
-1.2170329275940885,-1.3741733049914597,1.0050474449758624,-0.4491472566742524,-1.0838746586233583,False,False,True,False,False,False,True
1.4187734961831961,1.8039341317626187,-1.3483723593370103,0.9399627739552332,0.26046600323507074,False,True,False,False,False,False,True
1.0673326396795582,0.8470845809119283,-1.225798411195715,-1.5918868290411499,-1.0838746586233583,False,False,False,False,False,True,True
-0.279857310251054,0.3003134089972483,0.931503076091085,0.2585125702502025,0.26046600323507074,False,False,True,False,False,False,True
-0.6312981667546919,-0.1781113664280969,-1.2503132008239737,-1.3245486722030224,0.26046600323507074,False,False,False,False,False,True,True
-1.0413124993422695,-0.519843348874772,0.661840390180235,0.3056898920451665,0.26046600323507074,False,False,True,False,False,False,True
-0.8655920710904506,-0.9640949260554496,0.7598995486932715,0.9504466232430031,-1.0838746586233583,False,False,False,False,True,False,True
0.8916122114277392,1.1204701668692687,-1.029680094169642,-1.7596284176454653,1.6048066650934998,False,False,False,False,False,True,False
0.42302440275622194,0.16362061601857816,0.6128108109237168,-0.06124483302677313,1.6048066650934998,True,False,False,False,False,False,False
1.1844795918474376,0.6762185896885907,-1.3728871489652692,0.7145600142681848,-1.0838746586233583,False,True,False,False,False,False,True
-1.0413124993422695,-1.066614520789452,0.9805326553476033,0.7669792607070333,0.26046600323507074,False,False,False,False,False,False,True
-0.279857310251054,0.16362061601857816,0.857958707206308,0.8141565825019973,0.26046600323507074,False,False,False,False,True,False,True
-0.8655920710904506,-0.6907093400981096,0.7598995486932715,0.4891572545811363,0.26046600323507074,True,False,False,False,False,False,True
0.42302440275622194,-0.07559177169409416,0.5637812316671988,-0.08221253160231283,-1.0838746586233583,True,False,False,False,False,False,True
-1.1584594515101487,-0.8957485295661145,0.931503076091085,0.2847221934696268,0.26046600323507074,False,False,False,False,True,False,True
1.7702143526868341,1.564721744049946,-1.3728871489652692,0.6778665417609907,1.6048066650934998,False,True,False,False,False,False,False
-1.2756064036780281,-1.3741733049914597,0.6863551798084941,1.102462437915664,0.26046600323507074,False,False,False,False,True,False,True
0.5987448310080409,0.6762185896885907,-1.2012836215674558,-2.1160792934296353,-1.0838746586233583,False,False,False,False,False,True,True
-0.3970042624189333,-0.38315055589610186,0.9069882864628259,0.1746417759480452,0.26046600323507074,False,False,True,False,False,False,True
-0.4555777385028729,-0.793228934832112,0.7108699694367533,-0.2761637434260525,-1.0838746586233583,True,False,False,False,False,False,True
-1.0998859754262091,-0.6907093400981096,0.8334439175780488,0.17988370059192976,0.26046600323507074,False,False,True,False,False,False,True
0.5401713549241013,0.26614021075258093,-1.3728871489652692,0.6516569185415664,-1.0838746586233583,False,True,False,False,False,False,True
-0.9241655471743901,-1.1007877190341198,1.0050474449758624,-0.4229376334548282,1.6048066650934998,False,False,True,False,False,False,False
-0.7484451189225713,-0.7248825383427769,0.857958707206308,0.6568988431854517,0.26046600323507074,False,False,False,False,True,False,True
0.13015702233652365,-0.3148041594067671,0.637325600551976,-0.024551360519579016,0.26046600323507074,False,False,True,False,False,False,True
-1.0998859754262091,-0.2122845646727643,0.7598995486932715,-0.20801872305554883,-1.0838746586233583,False,False,True,False,False,False,True
-0.6898716428386316,-0.10976496993876216,0.7353847590650123,-0.6430984684979918,-1.0838746586233583,False,False,True,False,False,False,True
-0.279857310251054,-0.07559177169409416,0.8824734968345668,-0.3180991405771312,0.26046600323507074,False,False,True,False,False,False,True
2.121655209190472,2.1114929159646256,-1.3974019385935283,0.7460115621314936,0.26046600323507074,False,True,False,False,False,False,True
-0.2212838341671143,-0.007245375204759387,0.4902368627824215,-0.18705102448000988,0.26046600323507074,True,False,False,False,False,False,True
-0.8655920710904506,-0.38315055589610186,0.931503076091085,0.29520604275739665,-1.0838746586233583,False,False,False,False,False,False,True
0.8916122114277392,0.8129113826672609,-0.8580765667718285,-1.8330153626598533,0.26046600323507074,False,False,False,False,False,True,True
-1.3341798797619677,-0.9982681243001172,1.0050474449758624,0.7617373360631488,-1.0838746586233583,False,False,False,False,False,False,True
-1.2170329275940885,-1.3400001067467924,0.857958707206308,0.6673826924732208,-1.0838746586233583,False,False,False,False,False,False,True
-1.4513268319298471,-0.2122845646727643,1.0050474449758624,0.6778665417609907,0.26046600323507074,False,False,False,False,False,False,True
-0.6312981667546919,-0.5540165471194394,0.8824734968345668,0.31617374133293635,1.6048066650934998,False,False,True,False,False,False,False
-1.3927533558459075,-1.4425197014807947,0.931503076091085,0.2899641181135121,0.26046600323507074,False,False,False,False,False,False,True
0.3644509266722823,1.0521237703799333,0.5637812316671988,-0.2551960448505128,-1.0838746586233583,True,False,False,False,False,False,True
-0.7484451189225713,-0.2122845646727643,0.6863551798084941,0.31617374133293635,1.6048066650934998,False,False,True,False,False,False,False
-1.0998859754262091,-0.9640949260554496,0.8824734968345668,0.27948026882574223,0.26046600323507074,False,False,False,False,False,False,True
-0.5727246906707523,-0.5540165471194394,0.7844143383215306,0.2847221934696268,0.26046600323507074,False,False,False,False,False,False,True
0.4815978788401616,0.09527421952924338,-1.299342780080492,-1.696725321918847,0.26046600323507074,False,False,False,False,False,True,True
-1.0998859754262091,-1.2716537102574572,0.8089291279497897,0.16415792666027534,-1.0838746586233583,False,False,False,False,True,False,True
0.071583546252584,0.23196701250791293,0.9069882864628259,0.038351735207038606,0.26046600323507074,False,False,True,False,False,False,True
-0.04556340591529533,0.36865980548658306,-0.8335617771435694,-1.7491445683576956,0.26046600323507074,False,False,False,False,False,True,True
-0.5141512145868126,-0.861575331321447,0.8824734968345668,0.89278545216027,-1.0838746586233583,False,False,False,False,False,False,True
2.1802286852744115,1.5305485458052785,-1.4219167282217875,1.1339139857789728,1.6048066650934998,False,False,False,True,False,False,False
0.8916122114277392,1.2229897616032708,-1.3728871489652692,0.8351242810775362,1.6048066650934998,False,True,False,False,False,False,False
-0.3970042624189333,-0.41732375414076955,0.7844143383215306,0.379076837059554,0.26046600323507074,False,False,False,False,False,False,True
-0.5141512145868126,-0.2122845646727643,0.4412072835259033,0.06456135842646286,1.6048066650934998,True,False,False,False,False,False,False
-1.2170329275940885,-1.408346503236127,0.8334439175780488,0.8403662057214215,1.6048066650934998,False,False,False,False,True,False,False
0.13015702233652365,-0.007245375204759387,0.7353847590650123,0.27948026882574223,0.26046600323507074,False,False,True,False,False,False,True
1.3016265440153167,-0.2122845646727643,-1.0787096734261603,-1.9902731019763988,0.26046600323507074,False,False,False,False,False,True,True
-0.2212838341671143,-0.6223629436087744,0.9805326553476033,0.34762528919624514,0.26046600323507074,False,False,False,False,True,False,True
0.5987448310080409,0.3003134089972483,-0.8335617771435694,-1.0362428167893556,-1.0838746586233583,False,False,False,False,False,True,True
-0.5141512145868126,-0.6565361418534421,-1.225798411195715,0.3056898920451665,0.26046600323507074,False,False,False,False,False,True,True
-0.8655920710904506,-0.9982681243001172,0.9069882864628259,0.5363345763760995,1.6048066650934998,False,False,False,False,False,False,False
-0.10413688199923499,-0.2464577629174317,0.9805326553476033,0.6568988431854517,0.26046600323507074,False,False,False,False,True,False,True
-0.3970042624189333,-0.4514969523854369,0.661840390180235,0.12746445415308125,-1.0838746586233583,True,False,False,False,False,False,True
-1.4513268319298471,-1.2716537102574572,0.8089291279497897,0.33189951526459077,1.6048066650934998,False,False,False,False,True,False,False
-0.2212838341671143,-0.2464577629174317,-1.1767688319391967,-1.6180964522605743,0.26046600323507074,False,False,False,False,False,True,True
-0.5727246906707523,-0.7248825383427769,0.5392664420389398,0.3056898920451665,1.6048066650934998,True,False,False,False,False,False,False
-0.10413688199923499,-0.07559177169409416,-0.9071061460283467,-2.3309982038289143,1.6048066650934998,False,False,False,False,False,True,False
0.30587745058834265,-0.2464577629174317,0.6128108109237168,-0.4072118595231738,-1.0838746586233583,True,False,False,False,False,False,True
1.0673326396795582,0.573698994954588,-0.9806505149131239,-2.1160792934296353,-1.0838746586233583,False,False,False,False,False,True,True
0.013010070168644335,-0.07559177169409416,0.7353847590650123,-0.4019699348792885,1.6048066650934998,True,False,False,False,False,False,False
-0.5727246906707523,-0.9640949260554496,0.857958707206308,1.1339139857789728,0.26046600323507074,False,False,False,False,True,False,True
-0.279857310251054,0.3003134089972483,0.7353847590650123,0.8508500550091906,-1.0838746586233583,False,False,False,False,True,False,True
-0.2212838341671143,-0.07559177169409416,-1.1277392526826784,-1.2616455764764045,0.26046600323507074,False,False,False,False,False,True,False
-1.0413124993422695,-0.9982681243001172,1.0050474449758624,-0.20277679841166427,0.26046600323507074,False,False,True,False,False,False,True
-0.5141512145868126,-0.07559177169409416,-1.1032244630544192,-1.9430957801814353,1.6048066650934998,False,False,False,False,False,True,False
0.8916122114277392,0.16362061601857816,-0.8335617771435694,-2.336240128472799,-1.0838746586233583,False,False,False,False,False,True,True
-0.2212838341671143,-0.4514969523854369,0.9560178657193441,-0.07172868231454298,1.6048066650934998,False,False,True,False,False,False,False
-0.3384307863349936,-0.6907093400981096,1.0050474449758624,0.8036727332142274,0.26046600323507074,False,False,False,False,True,False,True
-1.1584594515101487,-1.203307313768122,0.9560178657193441,0.6778665417609907,-1.0838746586233583,False,False,False,False,True,False,True
-0.279857310251054,-0.1781113664280969,-0.8580765667718285,-1.0047912689260465,-1.0838746586233583,False,False,False,False,False,True,True
2.47309606569411,1.6672413387839486,-1.4219167282217875,1.1496397597106274,1.6048066650934998,False,False,False,True,False,False,False
1.3016265440153167,1.5988949422946133,-1.0541948837979012,-2.005998875908053,0.26046600323507074,False,False,False,False,False,True,True
-0.6312981667546919,-0.9982681243001172,0.7844143383215306,0.5153668778005606,0.26046600323507074,False,False,False,False,True,False,True
-1.3341798797619677,-0.861575331321447,1.0050474449758624,0.358109138484015,0.26046600323507074,False,False,False,False,False,False,True
-0.7484451189225713,-0.519843348874772,0.9069882864628259,0.4419799327861723,0.26046600323507074,False,False,False,False,False,False,True
0.071583546252584,0.19779381426324555,0.6128108109237168,-0.2971314420015915,0.26046600323507074,True,False,False,False,False,False,True
1.0087591635956186,1.2229897616032708,-0.8580765667718285,-2.0007569512641683,0.26046600323507074,False,False,False,False,False,True,True
-0.7484451189225713,-1.1007877190341198,0.5147516524106807,0.588753822814948,-1.0838746586233583,True,False,False,False,False,False,True
1.4187734961831961,2.0773197177199583,-1.4219167282217875,0.8141565825019973,-1.0838746586233583,False,False,False,True,False,False,True
-0.6898716428386316,-0.9982681243001172,0.931503076091085,0.5153668778005606,-1.0838746586233583,False,False,False,False,True,False,True
0.6573183070919806,1.2571629598479381,-1.3728871489652692,0.9189950753796943,0.26046600323507074,False,True,False,False,False,False,True
0.13015702233652365,0.7103917879332582,0.7108699694367533,0.43149608349840246,0.26046600323507074,True,False,False,False,False,False,True
-0.9827390232583298,-0.9299217278107822,0.9069882864628259,0.7093180896243002,-1.0838746586233583,False,False,False,False,False,False,True
-1.1584594515101487,-0.7590557365874446,0.8824734968345668,0.3948026109912091,-1.0838746586233583,False,False,False,False,False,False,True
-0.6898716428386316,-0.7590557365874446,0.6128108109237168,0.3371414399084753,0.26046600323507074,True,False,False,False,False,False,True
-0.7484451189225713,-0.2122845646727643,0.9805326553476033,0.3423833645523606,-1.0838746586233583,False,False,False,False,True,False,True
1.1844795918474376,0.9154309774012631,-0.8335617771435694,-1.1830167068181316,0.26046600323507074,False,False,False,False,False,True,True
-0.2212838341671143,-0.6907093400981096,0.661840390180235,0.4891572545811363,0.26046600323507074,False,False,False,False,True,False,True
-1.0998859754262091,-1.2716537102574572,0.7844143383215306,0.6254472953221422,0.26046600323507074,False,False,False,False,True,False,True
-0.3970042624189333,-0.7590557365874446,0.7844143383215306,0.8403662057214215,-1.0838746586233583,False,False,False,False,True,False,True
-0.3970042624189333,-0.519843348874772,0.5147516524106807,0.2899641181135121,0.26046600323507074,True,False,False,False,False,False,True
-0.6898716428386316,-0.861575331321447,0.8334439175780488,0.3056898920451665,-1.0838746586233583,False,False,False,False,False,False,True
